ENSXETG00000020444,ENSXETG00000034361,ENSXETG00000027596,ENSXETG00000016681,ENSXETG00000040503,ENSXETG00000016572,ENSXETG00000009516,ENSXETG00000001339,ENSXETG00000011825,ENSXETG00000014751,ENSXETG00000039639,ENSXETG00000000488,ENSXETG00000016385,ENSXETG00000027751,ENSXETG00000007390,ENSXETG00000024684,ENSXETG00000046081,ENSXETG00000017402,ENSXETG00000023384,ENSXETG00000005347,ENSXETG00000012164,ENSXETG00000002665,ENSXETG00000010814,ENSXETG00000008512,ENSXETG00000011722,ENSXETG00000002770,ENSXETG00000014251,ENSXETG00000006391,ENSXETG00000009903,ENSXETG00000007404,ENSXETG00000011651,ENSXETG00000014771,ENSXETG00000010361,ENSXETG00000034500,ENSXETG00000044879,ENSXETG00000027727,ENSXETG00000015926,Terms
,,,,,"21086490,21270050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnccs
,,,,,19393622,,,,,,,,,,,"28613156,21852956",,,,,,,,,,,19417104,,30659190,,,,,,,,phosphorylates
,,,,,"12895028,21270050,25954033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartilaginous
,,,,,,,,,,,,,,,15983050,,,,,,,,,,,,,,,,,,8307948,,,,nh2-terminal
,,,,,27416760,,,,,,,,,,,,,,,,,,,,,,,,,,,17141802,33044977,33083121,,,paralogs
,,,,,"17027239,18158147",,,,,,,,,,,,,,,26581954,,,,,,,,,,,,,,,,,chondrogenesis
,,,,,"27760456,29745813,25815730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amelogenesis
,,,,,18322277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ifnt
,,,,,18322277,26112988,,,,,12065898,,,18213612,,,,,,,,,,12183465,,,,,,,,,,,,,immunoprecipitated
,,,,,22318231,,,,,,,,,,,,,,,,,,,,,,,,,19665599,,,,,,,gata2
,,,,,30535431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlx6‑as1
,,,,,29145165,,,,,,,,,,,,31506724,,,,,,,,,,,,,,,,,,,,mmp-2
,,,,,26512061,,,,,,,,,,19114711,,19095005,,"23079573,28539318",,,,,,,,,,,,,,28068390,,,16189181,luminal
,,,,,"26512061,31638262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endometriosis
,,,,,25954033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlx4
,,,,,"25954033,18158147,15581883",,19224982,19141675,,10847580,,,,,,,,,,,,,,,11375989,,,,,,,,,,,,oligonucleotides
,,,,,"18158147,20573696,23747543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dlx1a
,,,,,"20573696,27335460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hand2
,,,,,12620122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mox
,,,,,12620122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evx
,,,,,26674964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,er-α
,,,,,26332462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mir-188
,,,,,,24503594,,,,,,,,,,,,,,,,22783226,,,,,,,,,,,,,,,particulate
,,,,,,33686586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gga-mir-181a
,,,,,,32574681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ch-anp32a-33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd83
,,,,,,,,,,,,26305884,,,21873424,,,,,,,18760763,,,,32479599,,,,,,,15371445,,,,unrecognized
,,,,,,11360199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pp32r2
,,,,,,11555662,,,,,,,,21503958,26792178,,29581457,,,,,,,,,,,,,,,,,,,,multimeric
,,,,,,15642345,,,,,,,26991250,,,"33758202,30626720",,,,,,,,"16564677,20890123",,,21394738,,,,,,,,,,dephosphorylation
,,,,,,28903035,,,,"30270045,11259580",,,,,,,,,,,,,,,,,23008267,,,,,12492477,,,,,weakly
,,,,,,,,,,,19883659,,,16244664,,,,,,,19114004,,,,,,19114004,,,,,,10944119,,,,importin
,,,,,,14964690,,,,,27189267,,,,,,,27626371,,,,,,,,19377461,,,,19665599,,,,,,,multi-subunit
,,,,,,16420440,,19458327,,21933836,,,,,,,,,,,,,,,,,,,,,,15750338,,,,,co-localizes
,,,,,,16420440,,,,21933836,,,,,26515131,,22927069,,,,,,,,,15705566,20403389,,,,,,,,,11250900,co-localization
,,,,,,26112988,,,,,,,,,,,30235249,26934888,,,,,,,,20200153,26438063,,,,,,,,,,atypical
,,,,,,24965446,,,,,,,,,,,,,,,,,,,,,,,,"26289635,19029303",,,,,,,ybx1
,,,,,,24965446,,,,22118625,,,,,,,,,,,,24821812,,,,,,,,35614067,,,15452064,,,,sirnas
,,,,,,25116916,,,,,,"27666310,26783066",,,,,,,19296525,,,,,,,,,,,,,,,,,,mda-mb-231
,,,,,,25116916,,,,19253283,,,,,,,,,19253283,33764077,26840285,,,,,,,,,26121143,,,,,,,silac
,,,,,,24147004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mir-525-3p
,,,,,,25096996,,,,,,,,,,,,,,,25096996,,,,,,,,,,,,,,,,rab
,,,,,,25096996,,,,,,,,,,,,,,,25096996,,,,,,"15998247,32708393",,,,,,23691188,,,,phosphoglycerate
,,,,,,31191638,,,,,,,,,,,28473402,,,33569461,,,,,,,,,,22912857,,,,,,,depress
,,,,,,31552903,21120994,,,,,,,,31083566,,28566298,,31552903,31635106,,,,,,,,,,,,,,,,,mgkg
,,,,,,32873862,,,,,,,,,,,28566298,,,,,,,,,,,,,,,34130124,,,,,ventricle
,,,,,,32873862,,,,,,,,,,,31870285,,,,,22783226,,,,,31295423,,,,,,,,,,intensify
,,,,,,31938151,,,,,,,,,,32549918,,,"28179017,21149303",,,,,,,,,,,,,,,,,,multivariate
,,,,,,,"9096311,12960062,26158506",,,,12944466,,,,,,,,,,,,,,,,,,,,,,,,,,cysteine-rich
,,,,,,,24731717,,,,,,,,,,,23073781,,,,,,,,,,,,,,,,,,,laiwu
,,,,,,,,,,33729478,,,,,21752865,,31904168,,,,23842751,,,,,,,,,,,,,,,,hek293
,,,,,,,21120994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxytyrosol
,,,,,,,31583475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mir-103a
,,,,,,,"23742632,33574092,26158506",,,,,27203244,,,,,,,,,,,,,,,,,,,,,,,,,wntβ-catenin
,,,,,,,23742632,,,,,,,,,,,,,29530978,,,,,,,,,,,,32185676,,,,,adipogenic
,,,,,,,19224982,,,,,,,,,,28473402,,,,,22783226,,,,,,,,,,,"28068390,29955171",,,,face
,,,,,,,19206110,,,,,,,,,12944371,,"29540307,33240452",32183175,,27470985,,,,,,,,,28666451,,,,,,,surgery
,,,,,,,32112990,,,,,,,,26792178,,,,,,,,,,,,21814176,,,,,2895105,,,,,filtration
,,,,,,,33850810,,,,,,,,,32549918,,33240452,,,,,,,,,,,,,,,,,,,personalize
,,,,,,,"29055040,26650439",,24528242,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomenclature
,,,,,,,26158506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,norrin
,,,,,,,26158506,,,,,33153214,,,,,,,,30259240,,28636309,,,,,,,,,,24424024,19120453,,,,analogue
,,,,,,,,,,,,,,,,,,,,,,,,35455958,,,,,,,,,,,,,cko
,,,,,,,,,,,,,,,,,,,,,,31732577,,,,,26687036,,,,,"21994946,15105503",,,,,metabolize
,,,,,,,,26394147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rdh10a
,,,,,,,,25783682,,,,,,,,,,,29900121,,,,,28324005,,,"30356767,18065650",,,,,"12492477,15956211",,,,,mitogen-activated
,,,,,,,,,28270566,34810232,,,,,34416235,,,32331968,,,,,,,,,,,,,,,,,,,glutamatergic
,,,,,,,,,,16641145,,,,,,,,,,,,,,30450874,,,,,,,,,,,,16189181,sertoli
,,,,,,,,,,21933836,12944466,,,,,,,,,,,,,,14640981,,,,,,,,,,,,speckle
,,,,,,,,,,,12944466,,,,,,,,,,,,,"8107114,19596686",,,,,,25965334,,,,,12773398,,nucleolus
,,,,,,,,,,"22416126,25765647",,,,,,,,,,,,,,,,,,,,,,,,,,,coiled-coil
,,,,,,,,,,30270045,,,,,,21164014,,,,,,,,,,9271389,,,,,,12714748,,,,16957778,cyclic
,,,,,,,,,,"9393982,8626664",24360279,,,11790253,,,,,24704991,,,,,,,,,,,,,23618867,,,,,intrigue
,,,,,,,,,,9756848,,,,15699139,,,,,1999398,,,,,,,21285374,20403389,,,,,,,,,,complexed
,,,,,,,,,,8626664,,,,,,,,,,23665500,,,,,,,,,,,,"8188254,8496166",,,,,erythroleukemia
,,,,,,,,,,"10858305,15590677,17965020",,,,,,,,,,,,,,,,,,,,,,,,,,,psfp54nrb
,,,,,,,,,,"16767080,25765647,32034402",,,,,,,,,1999398,,,,,18575609,,,,,,,,,,,,,polymerization
,,,,,,,,,,17537995,,,,,,,,,,,,,,,,,,,,,,,,,,,npmalk
,,,,,,,,,,26030138,,,,,,,,,,,,,,,,,,,,,,,,,,,csb
,,,,,,,,,,28712728,,,,,,,,,,,,,,,,,,,,,,,,,,,dna-pk
,,,,,,,,,,32294980,,,,,,,,,,,,,,32294980,,,,,,,,18791036,,,,,ascorbic
,,,,,,,,,,15576338,,,,,,,,,,,,21600186,,,,,"15316019,19360125",,,,,17409354,,,,,covalently
,,,,,,,,,,22215678,"16109376,16109377",,,,,,,,,,,,,22570411,,,,,,,,,,,,,bromodomain
,,,,,,,,,,33284322,,,,,,,,,,28975734,,,,,,,,,,"16033648,35013429",,,,,,,rbp
,,,,,,,,,,33284322,,,,,,,,,,,"28632987,32543048",,,,,,,,,,,,,,,,cmt
,,,,,,,,,,33476259,,,,,,,,,,,12056811,27235438,,,,,10428815,,,19665599,,,,21151342,,,invert
,,,,,,,,,,32034402,,,,,,,,,,,,21600186,,,,,19360125,,,24954387,,7961686,,,,,intermolecular
,,,,,,,,,,,"24515107,17452463",32098961,,,,,,,,,,,,24027268,,,"24648518,27602567",,,,,,,,,,phosphorylating
,,,,,,,,,,,"19364821,17289077",20100936,,,,,,,,,,,,,,,,,,,,,,,,,cyclins
,,,,,,,,,,,27189267,,,,,,,,,,,,,,,17578910,,,,,,,,,,,reactivation
,,,,,,,,,,,27292648,,,,,,,,,,,,,,,"23353889,23629655",28513600,,,,,,,,,,h3k4me3
,,,,,,,,,,,,30411496,,,,,,,,,,,,,,,,,,,,,,,,,fisetin
,,,,,,,,,,,,20100936,,,,,,,,,,,,,,,,,,,,,,,,,cycy
,,,,,,,,,,,,25188325,,,,,,,,,,,,,,,,,,,,,,,,,nmt
,,,,,,,,,,,,25188325,,,,,,,,,,17936691,,,,,26150808,,,,,,,,,,ic50
,,,,,,,,,,,,34337171,,,,,,,,,,,,,,,,,,,,,,,,,fluke
,,,,,,,,,,,,34337171,,,,,,,,,,,,,,,,,,,,,,,,,sinensisi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npkc
,,,,,,,,,,,,,26991250,,,,,,,,,,,,,,,,,,,,,,,,pin1
,,,,,,,,,,,,,27804976,,,,,,,,,,,,,,,,,,,,,,,,salamander
,,,,,,,,,,,,,19014685,,,,,,20003521,,,,,,,,,,,,,,,,,,smelt
,,,,,,,,,,,,,30185885,,,,,,,,,,,,,33097698,,,,,,,,,,,cdc42
,,,,,,,,,,,,,31355153,,,,,,1999398,,,,,,,,,,,,,,,,,,thymic
,,,,,,,,,,,,,30858501,,,,,,,,,,,32548489,,33097698,,,,,,,"3540607,22163185",,,,rho
,,,,,,,,,,,,,30347620,,"19748705,22170863,21873424,34416235",,,,,,,,,,,,,,,,,,,27911326,,,amyloid-β
,,,,,,,,,,,,,30347620,,,,,,,,,,,,,,,,"30357511,35445918",,,,,,,,myelin
,,,,,,,,,,,,,,16271702,,,,,,,,,,,,,,,,,,,,,,,htj1
,,,,,,,,,,,,,,,"10526337,10781099,20036644",17893145,,,,,,,,,,,,,,,,,31015652,,,,fibril
,,,,,,,,,,,,,,,30459560,,,19432400,,,,,,18575609,,,,,,,,,,,,,microglia
,,,,,,,,,,,,,,,22757692,,,22757692,"24710523,31191748",,,,11302706,,,,"18222016,21394738",,,,,,,,,,calmodulin
,,,,,,,,,,,,,,,,"17893145,24618897",,,,,,,,,,,,,,,,,,,,,endosulfine
,,,,,,,,,,,,,,,,,31133884,,,,24169046,,,,,,,,,,,,,,,,t2dm
,,,,,,,,,,,,,,,,25736597,,,,,,,,,,,,,,,,,,,,20678994,tamoxifen
,,,,,,,,,,,,,,,,"23781026,18927152",,,,,,,,35455958,,,,,,,,,15003625,,,,meiosis
,,,,,,,,,,,,,,,,24618897,,,,,,,,,,,,,,,,,,,,,pendos
,,,,,,,,,,,,,,,,,12135771,,,26082896,,,,,,,"26082896,25545414",,,,,,26689807,,,,vacuole
,,,,,,,,,,,,,,,,,31337710,,,,,,,,,,,,,,,,,,,,ersr
,,,,,,,,,,,,,,,,,"31506724,32053184",,,,,,,,,,,,,,,,,,,,t-tubules
,,,,,,,,,,,,,,,,,30384889,,,,,,,,,,,,,,,,,,,,mrpl44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lof
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34130124,,,,,dcm
,,,,,,,,,,,,,,,,,22968445,,,,,,,28249764,,,,,,,,,,,,,enterocytes
,,,,,,,,,,,,,,,,,,15975579,,,,,,,,,19417104,,,,,,,,,,nmd
,,,,,,,,,,,,,,,,,,,24188528,,,,,,,,,,,,,,,,,,adp
,,,,,,,,,,,,,,,,,,34384932,,,,,,,,,,,,,,,,,,,mir-128
,,,,,,,,,,,,,,,,,,25594180,"32183175,31191748",,,,,18575609,,32522152,18222016,,,,,,,,,,glial
,,,,,,,,,,,,,,,,,,"31391270,30289745",,,,,,32596266,,,32596266,,,,,,,,,,equine
,,,,,,,,,,,,,,,,,,"31391270,30289745",,,,,,32596266,,,"32596266,27809902",,,,,,,,,,horse
,,,,,,,,,,,,,,,,,,33752971,,,,,,,,,,,,,,28231391,,,,,osub2sub
,,,,,,,,,,,,,,,,,,33752971,,24552547,,,,,,,,,,25741220,,8344960,,,,,air
,,,,,,,,,,,,,,,,,,26668058,,,,,,,,,,,,,,,,,,,a57g
,,,,,,,,,,,,,,,,,,,"7694679,16677835",,,,,,,"10629049,12235138,26522729",,,,,,,,,,,tetrapeptide
,,,,,,,,,,,,,,,,,,,,,,"24920668,25240868,19917609,28765283",,,,,,,,,,,22163185,,,,spectroscopy
,,,,,,,,,,,,,,,,,,,24623079,,,,,,,,,,,,,,,,,,tbeta10
,,,,,,,,,,,,,,,,,,,19296525,,,,,,,,,,,,,,,,,,tmsb15b
,,,,,,,,,,,,,,,,,,,23236463,,,,,,,,,,,,,,,,,,abalone
,,,,,,,,,,,,,,,,,,,33255149,,,,,,,,,,,33255149,,,,,,,salmonisi
,,,,,,,,,,,,,,,,,,,"35600141,29925238",33764077,20074381,,,,,,"20074381,25202477",,,,,,,,,,workflow
,,,,,,,,,,,,,,,,,,,,33888601,,,,,,,,,,,,,,,,,tsc
,,,,,,,,,,,,,,,,,,,,30259240,,,,,,,12692531,,,,,,,,,,apo
,,,,,,,,,,,,,,,,,,,,33731672,,,,,,,,,,,,,,,,,nka
,,,,,,,,,,,,,,,,,,,,28900183,,,,,,,,,,,,,,,,,hdaci
,,,,,,,,,,,,,,,,,,,,,31982271,,,,,,,,,,,,,,,,ild
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpdh-1
,,,,,,,,,,,,,,,,,,,,,29235198,,,,,,"19824013,27257648,32708393,31835328",,,,,,,,,,ultracentrifugation
,,,,,,,,,,,,,,,,,,,,,31819004,,,,,,,,,,,,,,,,m12201tc
,,,,,,,,,,,,,,,,,,,,,25479903,,,,,,"19824013,25141105,32708393,34071222",,,,,31654781,,22046314,,,opportunistic
,,,,,,,,,,,,,,,,,,,,,25693797,,,,,,33513391,,,,,21994946,33513391,,,,sulfenylated
,,,,,,,,,,,,,,,,,,,,,,"33067979,24821812",,,,,,,,,,,,,,,hemin
,,,,,,,,,,,,,,,,,,,,,,"25482442,18760763,21653323,32499479,23348515,35911972",,,,,,,,,,,,,,,protoporphyria
,,,,,,,,,,,,,,,,,,,,,,"18760763,23348515,16573691",,,,,,,,,,,,,,,protoporphyrin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ppix
,,,,,,,,,,,,,,,,,,,,,,"25240868,21600186,19917609",,,,,,,,,,"11877442,15210711",,,,,kcat
,,,,,,,,,,,,,,,,,,,,,,,,32471444,,,,,,,,,,,,,lysate
,,,,,,,,,,,,,,,,,,,,,,"19731322,21252495",,,,,,,,,,,,,,,slc25a38
,,,,,,,,,,,,,,,,,,,,,,21653323,,,,,,,,,,,,,,,cep
,,,,,,,,,,,,,,,,,,,,,,33067979,,,,,,,,,,,,,,,bnip3l
,,,,,,,,,,,,,,,,,,,,,,22293958,,,,,,,,,,24889636,,,,,cuticle
,,,,,,,,,,,,,,,,,,,,,,"23666536,21498770,16573691",,,,,,,,,,,,,,,japonicum
,,,,,,,,,,,,,,,,,,,,,,31732577,,,,,,,,,,,,,,,syringic
,,,,,,,,,,,,,,,,,,,,,,28765283,,,,,,,,,,,,,,,dnrf
,,,,,,,,,,,,,,,,,,,,,,,"18984161,23333303",,,,,,,,,,,,,,picln
,,,,,,,,,,,,,,,,,,,,,,,32493433,27412694,,,"23267362,31374363",,,,,,"23267362,25410248",,,,metabolomic
,,,,,,,,,,,,,,,,,,,,,,,26162278,,,,,,,,,,,,,,lpia
,,,,,,,,,,,,,,,,,,,,,,,32296580,,,,,,,,,,,,,,gbm
,,,,,,,,,,,,,,,,,,,,,,,32748085,,,,,,,,,,,,,,ptgs
,,,,,,,,,,,,,,,,,,,,,,,19772651,,,,,,,,,,,,,,cold-inducible
,,,,,,,,,,,,,,,,,,,,,,,23073011,25678563,,,,,,,,,,,,,cyclophilin
,,,,,,,,,,,,,,,,,,,,,,,,22721921,,,,,,,,,,,,,podosome
,,,,,,,,,,,,,,,,,,,,,,,,22967762,,"21285374,31227231",,,,,,,,,,,o-glcnacylation
,,,,,,,,,,,,,,,,,,,,,,,,30450874,,,,,26496923,7744952,,,,,,,immunolocalization
,,,,,,,,,,,,,,,,,,,,,,,,32596266,,,32596266,,,,,,,,,,laminitis
,,,,,,,,,,,,,,,,,,,,,,,,24658151,,,,,,,,,,,,,cyp2e1
,,,,,,,,,,,,,,,,,,,,,,,,32575635,,,,,,,,,,,,,isg15
,,,,,,,,,,,,,,,,,,,,,,,,,,10984507,,,,,,,,,,"9430642,12477726",lxxll
,,,,,,,,,,,,,,,,,,,,,,,,,,"12235138,17578910",,,,"25965334,26121143",,,,,,,lytic
,,,,,,,,,,,,,,,,,,,,,,,,,,"15960975,17578910",,,,,,,,,,,mll1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25808059,22163185,,,,daf-16
,,,,,,,,,,,,,,,,,,,,,,,,,,,18000335,,,,,,,,,,xef-2
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16901746,18627462,15316019,35817801",,,,,,,,,,diphtheria
,,,,,,,,,,,,,,,,,,,,,,,,,,,19417104,,,,,,,,,,smg-1
,,,,,,,,,,,,,,,,,,,,,,,,,,,"16534748,19824013",,,,,,30113774,,,,gpi-anchored
,,,,,,,,,,,,,,,,,,,,,,,,,,,"15998247,20547565",,,,,"2895105,12529539",,,,,ascorbate
,,,,,,,,,,,,,,,,,,,,,,,,,,,"17560550,25318674",21667333,,,,,,,,,dictyostelium
,,,,,,,,,,,,,,,,,,,,,,,,,,,31620020,,,,,,,,,,lec
,,,,,,,,,,,,,,,,,,,,,,,,,,,"27110489,19627569",,,,,,"11976098,29955171",,,,sea
,,,,,,,,,,,,,,,,,,,,,,,,,,,20003296,,,,,,,,,,fumonisin
,,,,,,,,,,,,,,,,,,,,,,,,,,,24736735,,,,,,,,,,gli3
,,,,,,,,,,,,,,,,,,,,,,,,,,,31671511,,,,,,,,,,pru
,,,,,,,,,,,,,,,,,,,,,,,,,,,33688012,,,,,,28068390,,,,colonic
,,,,,,,,,,,,,,,,,,,,,,,,,,,33920578,,,,,,,,,,nosub3subsup-sup
,,,,,,,,,,,,,,,,,,,,,,,,,,,31133003,,,,,,"33255918,28592803,22834699,23691188",,,,chlorophyll
,,,,,,,,,,,,,,,,,,,,,,,,,,,19360125,,,,,,1903841,,,,polyamine
,,,,,,,,,,,,,,,,,,,,,,,,,,,19862763,,,,,,,,,,styrene
,,,,,,,,,,,,,,,,,,,,,,,,,,,29228011,,,,,,,,,,giardia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pax7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26496923,19665017,22025680,27756895",,,,,,,,maguk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11777942,,,,,,,kap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14731398,,,,,,,rhau
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28666451,,,,,,,aci
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secretable
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12161445,18172504,25906064",,,,,hyperoxidation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22450240,17329258,8344960",,,,,t-butyl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gde2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20919932,7961686",,,,,alkyl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29036266,18271751",,,,,trx1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sa7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28828729,,,,,dr1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19064914,15824112",,,,,peroxide-induced
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctpx
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15262146,17213197,19379712,3119589",,,,hypusine-containing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16987817,18304977,33592076",,,,eif5a1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfmo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16157662,,,,pkc1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34947982,,,,p21supcip1sup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32476322,,,,trim62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32817722,,,,lstub
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33255918,,,,ery
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28592803,,,,crotonylation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34051757,,,,latex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27911326,,,aβpp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11971985,12477726",nf-kappa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12709428,23132854",lbd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16148126,srcs
20940358,,,,31969185,29745813,,,,,,,,,,,,,,,,,19731322,,26173930,,,,,,,,,,,,,syndromic
30259138,,,,34306176,,,,,,,,,,,,,,,,,31797905,,,,,,25545414,,,,,,,,,,morbidity
11841538,,,,18057103,,,,,,,,,,,,,,,,,,,,,,,,,,,,21776009,,,,,trunk
"12373648,15941723,20031617,21062920,22781308,29959233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arrhythmogenic
20940358,,26472928,,,35220830,,,,,,,,,,,,,,24623079,,,,,,,,,,,,,,,,,,molar
"21062920,30935896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intercalate
22781308,34311469,,,,,,,,,,,,,,,,,,,,31819004,,,,,,,,,19029303,,,,,,,instability
"30479852,30111112",,,,,,,,,,,,,,,,,,,24098404,,,,,,,,,,,,,,30111112,,,,periodontal
29959233,,,,,,,,,,,,,,,,,,,,30259240,26360774,,,,,,"26360774,29228011",,,,,,,,,,internalization
30935896,,,,"32347797,34143204",,,28002843,,,,,,,,,,,,,,,,,29898807,,,,,,,,30655626,,,,,crisprcas9
30111112,,,,,,,,,,,,,,,,,,,24098404,,,,,,,,,,,,,,30111112,,,,periodontitis
32331315,,,,,,,,,,,,,,,,,,,22860605,,,,,,,,,,,,,12080185,,,,,sensitization
33072792,,,,,,,,,,,,,,,"17873332,18097506",,12135771,,,,,,33260872,,,,,,,,,,,,,,neonate
32325910,,,,,,,,,,,,,,,,,,,,,,28810712,,,,,,,,,,,14622290,,,,phylogenetically
32325910,,,,,,,27941623,,,,,,,,,,,,27646125,,,,,32596266,,,"32596266,27602567",,,,,,,,,,coagulation
32325910,,,,,,,,,,,,,,,,,,,,,,25482442,,,,,,,,,,,,,,18295965,hematopoiesis
31425889,,,,,,,,,,,,,,,,,,,,,,,,31425889,,,,,,,,,,,,,injectable
29959233,,,,33143303,,11430900,,,27930687,,,,,,,,,,,24552547,,,,,,,33648890,,,,,,,,,,chemically
34357055,30197913,,28433741,,,,,,,,,,,,,,,,22860605,,27761515,,,,,,,,,,,,,,,,striatum
34357055,,,,,,,,,"28270566,24284412",,,,,,,,,,,,,,,,,,,,,,,,,,,,sv2a
27213757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aie
26104117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engorge
,28366030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yak
,,,,,,,,,,,,,,,,,"26063807,31904168",,,19864425,,,,,,,,,,17289661,,,,,,,incompletely
,3141400,,,,,,,,,,,,,,,,,,,,,23348515,,1729596,,,,,,,,"1383159,2895105",3095320,,,,sulfate-polyacrylamide
,"12644575,15168611",,,,,,,,,,,,,,,,,12611891,,,,,,,,,,,,,,,,,,,multisubunit
,2018041,,,,,,,,,,,,30655546,,"22170863,30459560",,,,,34199160,,,,,,,,,,,,,,,,,ameliorate
,7733935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niddm
,26929434,,,,,,,,,,,,,,,,,,,,31797905,,,,,,,,,,,11986303,,,,,undetectable
,20801516,,,,,,34656743,,,,,,,,,,,,,,,,,,,23000143,,,,,,,,,,,resequencing
,15119826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h2ases
,15119826,,,,12895028,,,,,,24515107,,,,,,,,,,,,"28502770,28781166",,,,,,,,,,,,,,poise
,,,,,,"32694517,33208942",,,,,,,,18213612,,,,,,,,,,,,,,,33492732,,,,,,,,heterotrimeric
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ppr19
,,,,,,,,,,11514619,,,,,,25547487,,,,,,,,,,33050986,,,,,,,,,,,retard
,21695218,18695251,,,,,,,,,,27203244,,,,,,32070771,,,,,,,,,18973667,,,,,,,,,,hamper
,21695218,,,,,,12063187,,,,,,,,,,,23073781,,,19114004,,,,,,19114004,,,,,,,,,,subtractive
,24386424,,,,,,,,,,,,,,,,,32918239,,,,,,,,,,,35075790,,,"35809345,33889951",,,,,locomotor
,25853266,,,,,,23742632,,,11259580,,,,,,,,,,,,,,,,,,,34938367,,,,,,,,proliferator-activated
